language,family,subfamily,concept,ipa
abk,Abkhaz-Adyge,Abkhaz-Abaza,316_box,á i d tʃʰ ɑ pʰ ɑ l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,317_window,ɑ pʰ ɛ n dʒ ɨ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,318_door,ɑ ʂ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,319_gate,ɑ g ə ɑ ʂ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,31_fingernail,ɑ n ɑ pʼ χ ɨ tsʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,320_fence,ɑː n d ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,321_roof,ɑ χ ɨ b
abk,Abkhaz-Adyge,Abkhaz-Abaza,322_ladder,ɑ m ɑ r d u ɑ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,323_broom,ɑ pʰ s s ɑ g ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,324_spade,ɑ ʐ ɨ g ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,325_shovel,ɑ tʰ ə ɑ r ʁ ə ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,326_fork,ɑ tʃʰ kʲʰ i pʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,327_spoon,ɑ m ħ ɑ tsʼ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,328_knife,ɑ ħ ə ɨ z b ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,329_nail,ɑ tsʼ ə ɨ m ʁ
abk,Abkhaz-Adyge,Abkhaz-Abaza,32_nail,ɑ ʃ ɑ pʼ χ ɨ tsʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,330_net,ɑ kʼ ɑ tʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,331_hook,ɑ tsʼ ə ɑ ħ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,332_handle,ɑ m ɑː
abk,Abkhaz-Adyge,Abkhaz-Abaza,333_lock,ɑ s ɑ pʰ ɑ tʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,334_picture,ɑ s ɑ χʲ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,335_figure,ɑ f i g u r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,336_doll,ɑ k’ʲ e n dʒ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,337_pouch,ɑ s ɑ k’ʲ
abk,Abkhaz-Adyge,Abkhaz-Abaza,338_bundle,ɑ ʈ ʈʂ’ ɑ ħ ə ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,339_bag,ɑ r tʰ m ɑ qʼ
abk,Abkhaz-Adyge,Abkhaz-Abaza,33_toe,ɑ ʃ ɑ tsʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,340_bucket,ɑ v ɛ d r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,341_coverlid,ɑ χ ɥ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,342_dishes,ɑ tʃʰ ɨ s m ɑ tʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,343_sack,ɑ s ɑ k’ʲ
abk,Abkhaz-Adyge,Abkhaz-Abaza,344_cup,ɑ tsʼ ə tsʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,345_pot,ɑ kʼ ɑ s tʼ r u l i ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,346_kettle,ɑ tʃʰ u ɑ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,348_food,ɑ f ɑ tʼ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,349_dish,ɑ f ɑ tʼ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,34_foot,ɑ ʃ ɑ pʼ s ɨ r g ə ɨ tsʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,350_meat,ɑ kʼ ə ɑ tsʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,351_corn,ɑ tʃʰ ɑ kʼ u ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,352_mush,ɑ kʰ ɑ ʃ
abk,Abkhaz-Adyge,Abkhaz-Abaza,353_bread,ɑ tʃʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,354_slice,ɑ ʈʂʰ ɨ tʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,354_slice,ɑ ʈ ʈʂ’ ɑ tsʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,355_fat,ɑ ʂ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,356_butter,ɑ χ ə ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,357_oil,ɑ z ɛ tʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,358_salt,ɑ dʒ ɨ kʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,359_soup,ɑ s u pʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,35_heel,ɑ ʃ χ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,360_honey,ɑ tsʰ χ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,361_milk,ɑ χ ʂ
abk,Abkhaz-Adyge,Abkhaz-Abaza,362_tea,ɑ tʃʰ ɑ i
abk,Abkhaz-Adyge,Abkhaz-Abaza,363_leather,ɑ tsʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,364_wool,ɑ l ɑ s ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,365_cloth,ɑ b ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,366_needle,ɑ g ə ɨ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,367_thread,ɑ r ɑ χ ə ɨ tsʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,368_button,ɑ ħ ə ɨ n tsʼ ə r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,369_knot,á i kʰ ə ħ ə ɑ l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,36_knee,ɑ ʃ ɑ m χ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,370_paint,ɑ ʂ ə ɨ g ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,371_clothes,ɑ m ɑ tʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,372_shirt,ɑ k’ʲ e ʈ ʈʂ’
abk,Abkhaz-Adyge,Abkhaz-Abaza,373_collar,ɑ χ ə d ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,374_sleeve,ɑ m ɑ ʁ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,375_trousers,á i kʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,376_belt,ɑ m ɑ qʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,377_cap,ɑ χ ɨ l pʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,378_shoe,á i m ɑː
abk,Abkhaz-Adyge,Abkhaz-Abaza,379_boot,ɑ m ɑ g ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,37_thigh,ɑ u ɑ tʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,380_ring,ɑ m ɑ tsʰ ə ɑ z
abk,Abkhaz-Adyge,Abkhaz-Abaza,381_ribbon,ɑ l ɛ n tʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,382_comb,ɑ χ ħ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,383_mirror,ɑ s ɑ r k’ʲ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,384_strap,ɑː
abk,Abkhaz-Adyge,Abkhaz-Abaza,385_string,ɑ ʂ ɑ χ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,386_leash,ɑ ʁ u r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,387_blanket,ɑ χ ɨ z ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,388_pillow,ɑ χ tʃʰ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,389_scarf,ɑ kʼ ɑ s ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,38_leg,ɑ ʃ ɑ pʼ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,390_towel,ɑ m pʼ ɑ χʲ ʃ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,391_force,ɑ m tʃʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,392_strength,ɑ m tʃʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,393_health,ɑ g ə ɑ b z i ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,394_illness,ɑ tʃʰ ɨ m ɑ z ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,395_pain,ɑ χʲ eː
abk,Abkhaz-Adyge,Abkhaz-Abaza,396_wound,ɑ χ ə r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,397_fever,ɑ ʂ ɔu r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,398_medicine,ɑ χ ə ʂ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,399_bridge,ɑ tsʰ ħ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,39_body,ɑ tsʰ ə ɛi ʒ
abk,Abkhaz-Adyge,Abkhaz-Abaza,3_nose,ɑ pʰ ɨ n tsʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,400_well,ɑ tsʼ ɨ dʒ
abk,Abkhaz-Adyge,Abkhaz-Abaza,401_pasture,ɑ ħ ə ɨ r tʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,402_path,ɑ m χ ə ɑ s tʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,403_way,ɑ m ɥ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,404_road,ɑ m ɥ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,405_village,ɑ kʰ ɨ tʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,406_town,ɑ kʰ ɑ l ɑ kʲʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,407_letter,ɑ ʂ ə qʼ ə ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,408_book,ɑ ʂ ə qʼ ə ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,409_character,ɑ n b ɑ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,40_skin,ɑ tsʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,410_newspaper,ɑ g ɑ z ɛ tʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,411_life,ɑ pʰ s tʰ ɑ z ɑː r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,412_death,ɑ pʰ s r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,413_grave,ɑ n ɨ ʂ ə ɨ n tʰ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,414_church,ɑ u ɑ χ ə ɑ m ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,415_sin,á g ə n ɑ ħ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,416_god,ɑ n tsʰ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,417_worker,ɑ u s u ɥ
abk,Abkhaz-Adyge,Abkhaz-Abaza,418_boss,ɑ i ħ ɑ b ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,419_master,ɑ qʼ ɑ z ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,41_blood,ɑ ʃ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,420_doctor,ɑ ħ ɑ kʲʰ i m
abk,Abkhaz-Adyge,Abkhaz-Abaza,421_teacher,ɑ r tsʼ ɑ ɥ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,422_money,ɑ pʰ ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,424_shop,ɑ m ɑ g ɑ z i n
abk,Abkhaz-Adyge,Abkhaz-Abaza,425_price,ɑ χ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,426_ware,ɑ tʼ ɑ u ɑ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,427_benefit,ɑ kʲʰ e r
abk,Abkhaz-Adyge,Abkhaz-Abaza,428_wealth,ɑ b ɛi ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,429_world,ɑ d u n ɛi
abk,Abkhaz-Adyge,Abkhaz-Abaza,42_vein,ɑ d ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,430_country,ɑ tʼ ə ɨ l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,431_state,ɑ ħ ə ɨ n tʰ kʰ ɑ r r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,432_king,ɑ kʼ r ɑ l
abk,Abkhaz-Adyge,Abkhaz-Abaza,433_power,ɑ m tʃʰ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,434_border,ɑ ħ ə ɑː
abk,Abkhaz-Adyge,Abkhaz-Abaza,435_war,ɑ i b ɑ ʃ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,436_enemy,ɑ ʁ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,437_violence,ɑ kʰ ə ɨ m tʃʰ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,438_fight,ɑ kʰ ə pʰ ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,439_bow,ɑ χ ɨ tsʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,43_sinew,ɑ d ɑ ʂ
abk,Abkhaz-Adyge,Abkhaz-Abaza,440_arrow,ɑ χ ə ɨ m pʼ ɑ l
abk,Abkhaz-Adyge,Abkhaz-Abaza,441_gun,ɑ ʂ ə ɑ kʲʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,442_mistake,ɑ g χ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,443_lie,ɑ m tsʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,444_damage,ɑ pʰ ɨ r χ ɑ g ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,445_misfortune,ɑ r ɨ tsʰ ħ ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,446_fault,ɑ χ ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,447_age,ɑ kʰ ə r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,448_end,ɑ n tsʼ ə ɑ m tʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,449_time,ɑː m tʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,44_bone,á b ɑ ɥ
abk,Abkhaz-Adyge,Abkhaz-Abaza,450_day,ɑ m ʂ
abk,Abkhaz-Adyge,Abkhaz-Abaza,451_morning,ɑ ʂ ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,451_morning,ɑ ʃ ɨ b ʒ
abk,Abkhaz-Adyge,Abkhaz-Abaza,452_noon,ʃ ɨ b ʒ ɔ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,453_evening,ɑ χ ə ɨ l pʰ ɑ z
abk,Abkhaz-Adyge,Abkhaz-Abaza,453_evening,ɑ χ ə l b ɨ ʈʂʰ χ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,454_night,ɑ tsʼ χ
abk,Abkhaz-Adyge,Abkhaz-Abaza,455_week,ɑ m tʃʰ ɨ b ʒ
abk,Abkhaz-Adyge,Abkhaz-Abaza,458_spring,ɑː ʁ ɨ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,459_summer,ɑ pʰ χ ɨ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,45_brain,ɑ χ ʂ l ɨ b ɑ ɥ
abk,Abkhaz-Adyge,Abkhaz-Abaza,45_brain,ɑ χ ʂ ɨ b ɑ ɥ
abk,Abkhaz-Adyge,Abkhaz-Abaza,460_autumn,tʰ ɑ g ɑ l ɑ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,460_autumn,χ kʼ ɑː r ɑ tʃʰ ɑ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,461_winter,ɑ dz ɨ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,462_january,i ɑ n v ɑ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,463_february,f ɛ v r ɑ lʲ
abk,Abkhaz-Adyge,Abkhaz-Abaza,464_march,m ɑ r tʼ
abk,Abkhaz-Adyge,Abkhaz-Abaza,465_april,ɑ pʼ r ɛ lʲ
abk,Abkhaz-Adyge,Abkhaz-Abaza,466_may,m ɑ i
abk,Abkhaz-Adyge,Abkhaz-Abaza,467_june,i u u n
abk,Abkhaz-Adyge,Abkhaz-Abaza,468_july,i u u lʲ
abk,Abkhaz-Adyge,Abkhaz-Abaza,469_august,ɑ v g u s tʼ
abk,Abkhaz-Adyge,Abkhaz-Abaza,46_heart,ɑ g ə ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,470_september,s ɛ n tʼ i ɑ b r
abk,Abkhaz-Adyge,Abkhaz-Abaza,471_october,ɔ kʼ tʼ i ɑ b r
abk,Abkhaz-Adyge,Abkhaz-Abaza,472_november,n ɔ i ɑ b r
abk,Abkhaz-Adyge,Abkhaz-Abaza,473_december,d ɛ kʼ ɑ b r
abk,Abkhaz-Adyge,Abkhaz-Abaza,474_monday,ɑ ʂ ə ɑ χʲ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,475_tuesday,ɑ ɥ ɑ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,476_wednesday,ɑ χ ɑ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,477_thursday,ɑ pʰ ʃ ɑ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,478_friday,ɑ χ ə ɑ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,479_saturday,ɑ s ɑ b ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,47_stomach,ɑ tsʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,47_stomach,ɑ tsʰ ɑ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,480_sunday,ɑ m ʈʂʰ ɨ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,481_big,ɑ d u
abk,Abkhaz-Adyge,Abkhaz-Abaza,482_little,ɑ m ɑ tʃʼ
abk,Abkhaz-Adyge,Abkhaz-Abaza,483_long,ɑ χ ə χ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,484_short,ɑ k’ʲ e ʈ ʈʂ’
abk,Abkhaz-Adyge,Abkhaz-Abaza,485_wide,á i u ʒ
abk,Abkhaz-Adyge,Abkhaz-Abaza,485_wide,á i tsʼ ɨ χ
abk,Abkhaz-Adyge,Abkhaz-Abaza,486_narrow,ɑ tʰ ʂ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,487_dense,ɑ i l ɑ tʃʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,488_thick,ɑ ʐ ə pʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,48_liver,ɑ g ə ɑ tsʼ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,490_delicatefine,ɑ pʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,490_delicatefine,ɑ tsʼ ɑ ʁ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,490_delicatefine,ɑ dz ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,491_firmsolid,ɑ qʼ ɑ tsʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,491_firmsolid,ɑ ʁ ə ʁ ə ɑ qʼ ɑ tsʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,492_flat,ɑ kʰ ə ɑ q’ʲ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,492_flat,ɑ pʰ ɑ q’ʲ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,493_smooth,á i m ɑ ɥ z ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,494_hard,ɑ k’ʲ e k’ʲ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,495_soft,ɑ tʼ ɑ tʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,496_round,ɑ kʼ ə m pʼ ɨ l
abk,Abkhaz-Adyge,Abkhaz-Abaza,497_pointed,ɑ tsʼ ɑ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,498_sharp,ɑ tsʼ ɑ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,499_blunt,ɑ tsʰ ɑ g ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,49_breath,ɑ pʰ s ɨ pʰ l ɑ g ɑ ɥ g ɑ r ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,4_mouth,ɑ pʰ ɨ ʂ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,500_heavy,ɑ χʲ e n tʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,501_beautiful,ɑ pʰ ʂ dz ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,502_hot,ɑ ʂ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,503_warm,ɑ pʰ χ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,504_cold,ɑ χʲ ʂ ə ɑ ʂ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,505_cool,ɑ χʲ ʂ ə ɑ ʂ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,505_cool,i tɕʷʰ u χʲ ʃʲʷ ø ʃʲʷ ɔu
abk,Abkhaz-Adyge,Abkhaz-Abaza,506_fresh,tsʰ kʲʰ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,507_damp,ɑ tsʰ ə ɑː kʼ
abk,Abkhaz-Adyge,Abkhaz-Abaza,508_wet,á b ɑː dz ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,509_dry,ɑ b ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,509_dry,ɑ ɥ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,50_hunger,ɑ m l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,510_full,ɑ z n ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,511_empty,ɑ tʰ ɑ tsʰ ə ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,512_open,ɑː r tʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,513_closed,i χ ɥ ɔu
abk,Abkhaz-Adyge,Abkhaz-Abaza,513_closed,i ɑ r kʼ ɨu
abk,Abkhaz-Adyge,Abkhaz-Abaza,514_clean,ɑ tsʰ kʲʰ e
abk,Abkhaz-Adyge,Abkhaz-Abaza,515_dirty,ɑ q’ʲ e ʃ
abk,Abkhaz-Adyge,Abkhaz-Abaza,517_ripe,ɑ r tʰ
abk,Abkhaz-Adyge,Abkhaz-Abaza,517_ripe,ɑ qʼ ɑ l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,517_ripe,i qʼ ɑ l ɑ χʲ ɔu
abk,Abkhaz-Adyge,Abkhaz-Abaza,518_delicious,ɑ χ ɑː
abk,Abkhaz-Adyge,Abkhaz-Abaza,519_sweet,ɑ z l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,51_tear,ɑ l ɑ b ʐ ɨ ʂ
abk,Abkhaz-Adyge,Abkhaz-Abaza,520_bitter,ɑ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,521_sour,ɑ tsʼ ə tsʼ ə ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,522_bright,ɑ l ɑ ʂ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,523_dark,ɑ l ɑ ʃ tsʰ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,524_black,ɑ i kʰ u ɑ ts’ʷ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,525_white,ɑ ʂ kʼ ə ɑ kʼ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,526_red,ɑ qʼ ɑ pʰ ʃ
abk,Abkhaz-Adyge,Abkhaz-Abaza,527_yellow,ɑ ɥ ɛi ʒ
abk,Abkhaz-Adyge,Abkhaz-Abaza,528_blue,ɑ ʈʂʰ ts’ʷ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,529_green,ɑ ʃ ɑ tsʰ pʰ ʂ tʰ ə ɑ l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,529_green,ɑ ɛ tsʼ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,52_flavour,ɑ gʲ e m ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,530_grey,ɑ tsʰ ə ɨ ʂ
abk,Abkhaz-Adyge,Abkhaz-Abaza,531_colourful,ɑ i l ɨ ʁ r ɑː
abk,Abkhaz-Adyge,Abkhaz-Abaza,531_colourful,ɑ ʁ r ɑ tʃʼ kʼ ə ɨ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,532_cheap,ɑ m ɑ r i ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,533_expensive,ɑ m ɥ ɑ n
abk,Abkhaz-Adyge,Abkhaz-Abaza,534_precious,kʼ ɨ r + i ɑ ʁ s ɔu
abk,Abkhaz-Adyge,Abkhaz-Abaza,534_precious,ɑ kʼ ɨ r + i ɑ ʁ s ɔu
abk,Abkhaz-Adyge,Abkhaz-Abaza,535_blind,ɑ l ɑ ʂ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,536_deaf,ɑ d ɑ g ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,537_powerful,ɑ ʁ ə ʁ ə ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,538_strong,ɑ b ɑ qʼ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,539_weak,ɑ kʼ ə ɑ d ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,53_odour,ɑ f ɥ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,540_fat,ɑ pʰ s ɨ l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,541_slim,ɑ kʼ ɑ l ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,541_slim,ɑ k’ʲ e l ɑ n tʼ ɑ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,541_slim,á i ʈ ʈʂ’ ɑ r tʼ ə
abk,Abkhaz-Adyge,Abkhaz-Abaza,542_pretty,ɑ pʰ ʂ dz ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,543_evil,ɑ b ɑː pʰ s ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,544_stupid,ɑ g ɑ dz ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,545_lazy,ɑː ʃ ɑ
abk,Abkhaz-Adyge,Abkhaz-Abaza,546_diligent,i qʼ u b tʃʼ ɔu
abk,Abkhaz-Adyge,Abkhaz-Abaza,547_stingy,ɑ kʼ ɨ
abk,Abkhaz-Adyge,Abkhaz-Abaza,547_stingy,ɑ kʼ ɑ tʃʼ b ɛi
abk,Abkhaz-Adyge,Abkhaz-Abaza,547_stingy,ɑ qʼ ə dʒ ɨ r
abk,Abkhaz-Adyge,Abkhaz-Abaza,548_clever,ɑ qʼ ə ɨ ʂ
